github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
abhinaykrupa/cowork-to-code-bridge	cowork-to-code-bridge	https://github.com/abhinaykrupa/cowork-to-code-bridge	MIT	abhinaykrupa	User	Let Claude run code on your real machine — safely — from any Claude chat. Bridges Claude Cowork to Claude Code on your Mac/Linux box. One command, idempotent, no open ports.	Python	12	https://github.com/abhinaykrupa/cowork-to-code-bridge#install--two-pastes-total	2026-05-28T22:48:42Z	2026-08-07T15:53:11Z	False	ai-agents;anthropic;async;autogen;automation;bridge;claude;claude-code;claude-cowork;cli;code-execution;crewai;developer-tools;langchain;linux;llm-agents;local-llm;macos;mcp;mcp-server	
liujuanjuan1984/lifeos-cli	lifeos-cli	https://github.com/liujuanjuan1984/lifeos-cli	Apache-2.0	lifeos-plus	Organization	Terminal-native LifeOS with an optional local Web UI for tasks, notes, habits, schedules, timelogs, relationships, and human-agent collaboration.	Python	11		2026-04-09T03:48:11Z	2026-08-19T07:27:07Z	False	agentic-workflows;ai-agents;cli;fastapi;habit-tracking;lifeos;local-first;note-taking;personal-crm;postgresql;python;quantified-self;react;schedule-management;second-brain;sqlite;task-management;time-tracking;vite;web-ui	
mrkanitkar/playwright-praman	Praman	https://github.com/mrkanitkar/playwright-praman	Apache-2.0	mrkanitkar	User	AI-First SAP UI5 Test Automation  for Playwright	TypeScript	11	http://praman.dev/	2026-02-15T09:23:49Z	2026-08-11T17:18:37Z	False	ai-agent;ai-testing;automation;e2e-testing;enterprise-testing;fiori;fiori-elements;npm-package;odata;playwright;playwright-plugin;playwright-testing;s4hana;sap;sap-fiori;sapui5;test-automation;testing;typescript;ui5	
ZENG3LD/gate4agent	gate4agent	https://github.com/ZENG3LD/gate4agent	MIT	ZENG3LD	User	Universal Rust wrapper for CLI AI agents (Claude Code, Codex, Gemini). PTY mirror and pipe/NDJSON modes with tokio broadcast fan-out.	Rust	9		2026-04-05T15:24:10Z	2026-08-18T23:26:36Z	False		
zosmaai/zosma-qa	zosma-qa	https://github.com/zosmaai/zosma-qa	NOASSERTION	zosmaai	Organization	Zero-config QA platform — Playwright, AI agents, and extensible test runners.	TypeScript	9		2026-03-21T01:48:21Z	2026-03-28T12:29:35Z	False		
arjia-labs/clu	clu	https://github.com/arjia-labs/clu	MIT	Arjia-Labs	Organization	Local-first SQLite issue tracker for coordinating AI coding agents — atomic claim, dependency graphs, workflows & checkpoints, audit log. No daemon, no network.	Go	8	https://arjia-labs.github.io/clu/	2026-05-26T04:36:43Z	2026-07-17T07:20:45Z	False	agent-orchestration;ai-agents;cli;developer-tools;go;golang;issue-tracker;local-first;multi-agent;sqlite;task-management;workflow-engine	
emosenkis/terminai	Terminai	https://github.com/emosenkis/terminai	MIT	emosenkis	User	Make your coding AI available in your shell	Rust	6	https://terminai.app	2025-10-23T06:10:17Z	2026-08-13T00:37:44Z	False		
Archie0125/osop-agent-rules	OSOP	https://github.com/Archie0125/osop-agent-rules	None	Archie0125	User	Drop-in OSOP session logging for every AI coding agent — Cursor, Codex, Windsurf, Aider, Cline, Roo Code, Devin, Continue.dev, Copilot	Shell	5		2026-04-01T11:46:09Z	2026-04-14T12:27:02Z	False		
Archie0125/osop-spec	spec	https://github.com/Archie0125/osop-spec	Apache-2.0	Archie0125	User	OSOP v1 JSON Schema, node types, examples and RFC - Open Standard Operating Process	TypeScript	1		2026-03-31T10:02:21Z	2026-08-19T08:33:38Z	False		
Seven128/project-tiny-context-harness	Project Tiny Context Harness	https://github.com/Seven128/project-tiny-context-harness	MIT	Seven128	User	Minimal project memory and validation harness for AI coding agents.	JavaScript	3	https://www.npmjs.com/package/project-tiny-context-harness	2026-05-22T12:46:47Z	2026-08-18T13:34:09Z	False	agent-context;agent-memory;agents-md;ai-agents;ai-coding;claude-code;cli;codex;coding-agent;context-engineering;context-management;cursor;developer-productivity;developer-tools;gemini-cli;opencode;project-memory;sdlc;workflow	
phnx-labs/linear-cli	linear-cli	https://github.com/phnx-labs/linear-cli	MIT	phnx-labs	Organization	Linear for you and your agents. Single-file Python CLI that drives Linear from the shell or a subagent. Zero deps, MIT.	Python	3		2026-04-24T22:20:12Z	2026-08-15T04:24:57Z	False	agent-friendly;ai-agents;claude-code;cli;codex;developer-tools;issue-tracker;linear;linear-app;linear-cli;mcp-alternative;python;single-file-cli	
ertygiq/agent-trace	agent-trace	https://github.com/ertygiq/agent-trace	MIT	ertygiq	User	Universal CLI for filtering and printing agent session transcripts.	Python	3		2026-06-04T22:17:56Z	2026-08-10T20:40:16Z	False		
sean35mm/weaver	Weaver	https://github.com/sean35mm/weaver	MIT	sean35mm	User	Shared situational awareness for multiple coding agents working in the same repo	TypeScript	2	https://sean35mm.github.io/weaver/	2026-06-01T15:20:08Z	2026-07-24T22:40:04Z	False	ai-agents;claude-code;cli;codex;coding-agents;developer-tools;multi-agent;opencode	
Nisarg38/claude-northstar	claude-northstar	https://github.com/Nisarg38/claude-northstar	MIT	Nisarg38	User	Transform CLI agents from task executors into autonomous project partners. Share your vision, not your todo list.	Shell	1		2026-01-06T17:32:26Z	2026-01-06T17:43:06Z	False	claude-code;cli-agents	
Doucs91/hivelore	Hivelore	https://github.com/Doucs91/hivelore	Apache-2.0	Doucs91	User	Policy enforcement layer for AI coding agents — briefing gates, team memory, Git/CI checks	TypeScript	1		2026-04-25T19:21:46Z	2026-08-17T15:38:29Z	False	ai;ai-agents;claude;cli;copilot;cursor;developer-tools;mcp;model-context-protocol;typescript	
e2b-dev/awesome-ai-agents	awesome_ai_agents	https://github.com/e2b-dev/awesome-ai-agents	NOASSERTION	e2b-dev	Organization	A list of AI autonomous agents	None	29568	https://e2b.dev/docs?utm_source=github&utm_medium=referral&utm_campaign=repo_website&utm_content=awesome-ai-agents	2023-06-19T00:20:06Z	2026-08-19T22:43:57Z	False	agent;ai;artificial-intelligence;autogpt;autonomous-agents;awesome;babyagi;copilot;gpt;gpt-4;gpt-engineer;openai;python	
slavakurilyak/awesome-ai-agents	awesome-ai-agents	https://github.com/slavakurilyak/awesome-ai-agents	MIT	slavakurilyak	User	Awesome list of 300+ agentic AI resources	Python	2181		2024-01-15T12:48:42Z	2025-09-09T22:33:26Z	False	agent;agentic;agents	
OpenInterpreter/01	github	https://github.com/OpenInterpreter/01	AGPL-3.0	openinterpreter	Organization	The #1 open-source voice interface for desktop, mobile, and ESP32 chips.	Python	5151	https://01.openinterpreter.com/	2024-01-11T05:45:13Z	2024-11-01T23:48:16Z	False		
mshumer/ai-researcher	AI Researcher	https://github.com/mshumer/ai-researcher	MIT	mshumer	User		Jupyter Notebook	950		2024-04-05T19:52:26Z	2024-04-29T01:00:50Z	False		
AI-Engineer-Foundation/agent-protocol	github	https://github.com/AI-Engineer-Foundation/agent-protocol	MIT	agi-inc	Organization	Common interface for interacting with AI agents. The protocol is tech stack agnostic - you can use it with any framework for building agents.	Python	1457	https://agentprotocol.ai	2023-07-06T14:39:13Z	2025-04-08T06:10:21Z	False	agents;ai;ai-agent;api;auto-gpt;gpt-4;javascript;llms;openapi;protocol;python;typescript	
statelyai/agent	Agent by Stately AI	https://github.com/statelyai/agent/	MIT	statelyai	Organization	Create state-machine-powered LLM agents using XState	TypeScript	450	https://stately.ai/docs/agents	2023-12-21T22:03:31Z	2026-08-19T15:33:36Z	False	agents;ai;llm;state-machine;statechart;workflow	
reworkd/AgentGPT	AgentGPT by Reworkd	https://github.com/reworkd/AgentGPT	GPL-3.0	reworkd	Organization	🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.	TypeScript	36307	https://agentgpt.reworkd.ai	2023-04-07T02:29:19Z	2025-04-29T01:19:32Z	True	agent;agentgpt;agents;agi;ai;ai-agents;autogpt;baby-agi;gpt;langchain;llm;next;openai;t3;t3-stack	
agentlabs-inc/agentlabs	AgentLabs	https://github.com/agentlabs-inc/agentlabs	Apache-2.0	agentlabs-dev	Organization	Universal AI Agent Frontend. Build your backend we handle the rest.	TypeScript	556	https://agentlabs.dev	2023-09-07T21:06:33Z	2025-02-06T11:42:40Z	False	ai-agents;ai-agents-framework;analytics;authentication	
smartcomputer-ai/agent-os	AgentOS	https://github.com/smartcomputer-ai/agent-os	Apache-2.0	smartcomputer-ai	Organization	Build autonomous AI agents! 🌞	Rust	204		2023-07-26T09:58:12Z	2026-06-13T21:51:23Z	False		
AgentOps-AI/agentops	AgentOps	https://github.com/AgentOps-AI/agentops	MIT	AgentOps-AI	Organization	Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including CrewAI, Agno, OpenAI Agents SDK, Langchain, Autogen, AG2, and CamelAI	Python	5787	https://agentops.ai	2023-08-15T23:26:23Z	2026-06-25T08:25:03Z	False	agent;agentops;agents-sdk;ai;anthropic;autogen;cost-estimation;crewai;evals;evaluation-metrics;groq;langchain;llm;mistral;ollama;openai;openai-agents	
autohandai/code-cli	Autohand Code CLI	https://github.com/autohandai/code-cli	Apache-2.0	autohandai	Organization	Autohand Code CLI - Ultra fast self evolving coding agent that runs in your terminal	TypeScript	178	https://www.autohand.ai/code/	2025-12-12T01:01:40Z	2026-08-19T03:42:06Z	False	agentic-ai;ai;ai-agents-cli;ai-coding-agent;ai-coding-agents;autonomous-agents;code-cli;code-generation;coding-agent;coding-agent-skills;coding-agents;llms;tui	
Jonathan-Adly/AgentRun	AgentRun	https://github.com/Jonathan-Adly/AgentRun	Apache-2.0	tjmlabs	Organization	The easiest, and fastest way to run AI-generated Python code safely	Python	376		2024-04-11T17:45:46Z	2026-07-08T15:55:00Z	False		
aymenfurter/microagents	MicroAgent	https://github.com/aymenfurter/microagents	MIT	aymenfurter	User	Agents Capable of Self-Editing Their Prompts / Python Code	Python	826		2023-12-11T08:17:09Z	2024-03-15T10:33:38Z	False	gpt-4-turbo;llm;openai	
TrafficGuard/nous	Nous	https://github.com/TrafficGuard/nous	MIT	TrafficGuard	Organization	TypeScript AI platform with AI chat, Autonomous agents, Software developer agents, chatbots and more	TypeScript	1193	https://typedai.dev	2024-04-10T06:27:09Z	2025-12-22T08:48:06Z	False	agentic-framework;agents;ai-agents;ai-agents-framework;ai-code-review;ai-software-engineer;llm;typescript	
chakkaradeep/pyCodeAGI	PyCodeAGI	https://github.com/chakkaradeep/pyCodeAGI	None	chakkaradeep	User		Python	185		2023-04-16T06:47:06Z	2023-05-04T06:48:22Z	False		
OpenBMB/RepoAgent	RepoAgent	https://github.com/OpenBMB/RepoAgent	Apache-2.0	OpenBMB	Organization	An LLM-powered repository agent designed to assist developers and teams in generating documentation and understanding repositories quickly.	Python	1029		2023-11-28T10:41:28Z	2024-12-23T11:48:52Z	False	agent;chatglm;chatgpt;chatgpt-api;gpt;gpt-4;langchain;llama;llama-index;llms;qwen;rag;repo-level-debugging	
landing-ai/vision-agent	Vision agent	https://github.com/landing-ai/vision-agent	Apache-2.0	landing-ai	Organization	This tool has been deprecated. Use Agentic Document Extraction instead.	Python	5292		2024-02-13T02:06:20Z	2026-01-29T06:23:55Z	False		
mnotgod96/AppAgent	AppAgent	https://github.com/mnotgod96/AppAgent	MIT	TencentQQGYLab	Organization	AppAgent: Multimodal Agents as Smartphone Users, an LLM-based multimodal agent framework designed to operate smartphone apps.	Python	6847	https://appagent-official.github.io/	2023-12-20T11:41:04Z	2025-03-19T11:01:38Z	False	agent;chatgpt;generative-ai;gpt4;gpt4v;llm	
datastax/astra-assistants-api	Astra Assistants API	https://github.com/datastax/astra-assistants-api	Apache-2.0	datastax	Organization	Drop in replacement for the OpenAI Assistants API 	Python	205		2023-11-15T06:10:19Z	2025-08-18T15:55:19Z	False	assistants;assistants-api;claude;cohere;gemini;gpt-4;groq;llama3-1;ollama;openai-assistants;openai-assistants-api;vector	
unit-mesh/auto-dev	AutoDev	https://github.com/unit-mesh/auto-dev	MPL-2.0	phodal	User	🧙‍AutoDev: the Multi-Agent coding development platform built on Kotlin Multiplatform.	Kotlin	4534	https://ide.unitmesh.cc/	2023-04-14T13:46:07Z	2026-08-04T14:09:54Z	False	aigc;genai;genaistack;ide;intellij	
axflow/axflow	github	https://github.com/axflow/axflow	MIT	axflow	Organization	The TypeScript framework for AI development	TypeScript	1121	https://axflow.dev	2023-07-02T22:35:16Z	2024-03-02T00:14:33Z	False	ai;llm;typescript	
kristoferlund/duet-gpt	DuetGPT	https://github.com/kristoferlund/duet-gpt	MIT	kristoferlund	User	A conversational semi-autonomous developer assistant. AI pair programming without the copypasta.	TypeScript	168		2023-05-25T08:27:01Z	2023-06-19T13:12:11Z	False	agent;ai;assistant;cli;gpt;gpt-4;llm;openai	
bazed-ai/bazed-af	Bazed	https://github.com/bazed-ai/bazed-af	NOASSERTION	sagentic-ai	Organization	😎 Sagentic.ai Agent Framework - Sagentic.ai is a unified platform for building, running and scaling autonomous agents.	TypeScript	78	https://sagentic.ai	2023-12-31T12:23:05Z	2026-06-09T13:14:06Z	False	ai;artificial-intelligence;autonomous-agents;gpt-4;llm;openai;typescript	
BloopAI/bloop	Bloop	https://github.com/BloopAI/bloop	Apache-2.0	BloopAI	Organization	bloop is a fast code search engine written in Rust.	Rust	9503	https://bloop.ai	2022-12-10T14:04:30Z	2024-12-04T17:39:21Z	True		
mayt/BrowserGPT	BrowserGPT	https://github.com/mayt/BrowserGPT	MIT	mayt	User	Command your browser with GPT	JavaScript	420		2023-03-19T12:52:20Z	2026-02-03T00:41:00Z	False		
ykyritsis/ChatGPT-code-preview	ChatGPT-code-preview	https://github.com/ykyritsis/ChatGPT-code-preview	None	ykyritsis	User	Artifacts-like chrome extension for ChatGPT, inspired by Claude 3.5 Sonnet. Requires CSP unblocker for JS to function.	JavaScript	116		2024-07-01T00:03:32Z	2024-08-01T13:12:35Z	False	ai;artifacts;chatgpt;claude;code;preview	
PierrunoYT/claude-3-artifacts	Claude 3 Artifacts by PierrunoYT	https://github.com/PierrunoYT/claude-3-artifacts												gh: Not Found (HTTP 404)
Bklieger/Claude-React-Jumpstart	Claude-React-Jumpstart	https://github.com/Bklieger/Claude-React-Jumpstart	MIT	Bklieger	User	📖 A step-by-step guide for beginners to running Claude-generated React code locally.	JavaScript	122		2024-06-21T18:43:14Z	2024-06-26T22:29:57Z	False	ai;artifacts;claude;claude-artifacts;react;vite	
xingyaoww/code-act	CodeActAgent	https://github.com/xingyaoww/code-act	MIT	xingyaoww	User	Official Repo for ICML 2024 paper "Executable Code Actions Elicit Better LLM Agents" by Xingyao Wang, Yangyi Chen, Lifan Yuan, Yizhe Zhang, Yunzhu Li, Hao Peng, Heng Ji.	Python	1698		2024-01-13T08:06:04Z	2024-05-23T23:14:59Z	False	llm;llm-agent;llm-finetuning;llm-framework	
sourcegraph/cody	github	https://github.com/sourcegraph/cody												gh: Not Found (HTTP 404)
getcursor/cursor	Cursor	https://github.com/getcursor/cursor/issues	None	cursor	Organization		None	33145	https://cursor.com	2023-03-12T00:19:42Z	2026-05-12T15:25:06Z	False		
eosphoros-ai/DB-GPT	DB-GPT	https://github.com/eosphoros-ai/DB-GPT	MIT	eosphoros-ai	Organization	open-source agentic AI data assistant for the next generation of AI + Data products.	Python	19758	http://docs.dbgpt.cn	2023-04-13T14:52:43Z	2026-08-19T11:34:53Z	False	agents;bgi;database;deepseek;gpt;gpt-4;hacktoberfest;llm;private;rag;security;vicuna	
jacobsd32-cpu/djdagentscore	DJD Agent Score	https://github.com/jacobsd32-cpu/djdagentscore	MIT	jacobsd32-cpu	User	On-chain reputation scoring API for AI agent wallets on Base, monetized via x402 micropayments. Scores wallets 0-100 across reliability, viability, identity, behavior, and capability dimensions.	TypeScript	0	https://djd-agent-score.fly.dev	2026-02-21T17:31:06Z	2026-04-10T14:55:00Z	False	ai-agents;base;blockchain;defi;mcp;micropayments;on-chain;reputation;trust-score;usdc;wallet-scoring;x402	
agentic-ai/enact	Enact	https://github.com/agentic-ai/enact	Apache-2.0	agentic-ai	Organization	A framework for generative software.	Python	119		2023-06-16T23:39:07Z	2026-02-24T23:01:34Z	False		
gpt-engineer-org/gpt-engineer	GPT Engineer	https://github.com/gpt-engineer-org/gpt-engineer	MIT	AntonOsika	User	CLI platform to experiment with codegen. Precursor to: https://lovable.dev	Python	55133		2023-04-29T12:52:15Z	2025-05-14T10:15:10Z	True	ai;autonomous-agent;code-generation;codebase-generation;codegen;coding-assistant;gpt-4;gpt-engineer;openai;python	
